369.805000E+0	1.799648E+1
369.765000E+0	1.793419E+1
369.680000E+0	1.734650E+1
369.575000E+0	1.777318E+1
369.460000E+0	1.758395E+1
369.320000E+0	1.739709E+1
369.215000E+0	1.758393E+1
369.080000E+0	1.769798E+1
368.925000E+0	1.737003E+1
368.775000E+0	1.778370E+1
368.625000E+0	1.770972E+1
368.475000E+0	1.717730E+1
368.295000E+0	1.750635E+1
368.140000E+0	1.764390E+1
367.985000E+0	1.760745E+1
367.820000E+0	1.727597E+1
367.660000E+0	1.737234E+1
367.510000E+0	1.766271E+1
367.355000E+0	1.756395E+1
367.185000E+0	1.758392E+1
367.030000E+0	1.717493E+1
366.825000E+0	1.764154E+1
366.675000E+0	1.765564E+1
366.495000E+0	1.736298E+1
366.340000E+0	1.793887E+1
366.170000E+0	1.734532E+1
365.980000E+0	1.759568E+1
365.820000E+0	1.744877E+1
365.670000E+0	1.753456E+1
365.500000E+0	1.812696E+1
365.335000E+0	1.724546E+1
365.155000E+0	1.737471E+1
364.970000E+0	1.749225E+1
364.810000E+0	1.760628E+1
364.635000E+0	1.745347E+1
364.470000E+0	1.774256E+1
364.320000E+0	1.751107E+1
364.125000E+0	1.743227E+1
363.960000E+0	1.738881E+1
363.815000E+0	1.738178E+1
363.620000E+0	1.742407E+1
363.455000E+0	1.732296E+1
363.270000E+0	1.751342E+1
363.095000E+0	1.746283E+1
362.915000E+0	1.757453E+1
362.760000E+0	1.757336E+1
362.605000E+0	1.736883E+1
362.430000E+0	1.759100E+1
362.255000E+0	1.738885E+1
362.110000E+0	1.749575E+1
361.925000E+0	1.744527E+1
361.760000E+0	1.771206E+1
361.585000E+0	1.755928E+1
361.415000E+0	1.750637E+1
361.245000E+0	1.735594E+1
361.080000E+0	1.742647E+1
360.915000E+0	1.741585E+1
360.745000E+0	1.742878E+1
360.570000E+0	1.736062E+1
360.405000E+0	1.741466E+1
360.245000E+0	1.772026E+1
360.075000E+0	1.756162E+1
359.910000E+0	1.715851E+1
359.750000E+0	1.719020E+1
359.600000E+0	1.750872E+1
359.430000E+0	1.721491E+1
359.255000E+0	1.715378E+1
359.095000E+0	1.724311E+1
358.940000E+0	1.737004E+1
358.775000E+0	1.760043E+1
358.630000E+0	1.749697E+1
358.460000E+0	1.762749E+1
358.300000E+0	1.714443E+1
358.120000E+0	1.737593E+1
357.940000E+0	1.744644E+1
357.780000E+0	1.744766E+1
357.610000E+0	1.730540E+1
357.450000E+0	1.750286E+1
357.280000E+0	1.730546E+1
357.120000E+0	1.753696E+1
356.950000E+0	1.735599E+1
356.785000E+0	1.753346E+1
356.625000E+0	1.756517E+1
356.475000E+0	1.715848E+1
356.320000E+0	1.752755E+1
356.145000E+0	1.752754E+1
355.985000E+0	1.770039E+1
355.810000E+0	1.755462E+1
355.650000E+0	1.750642E+1
355.510000E+0	1.738536E+1
355.340000E+0	1.754405E+1
355.165000E+0	1.718440E+1
354.995000E+0	1.718789E+1
354.835000E+0	1.748056E+1
354.660000E+0	1.780732E+1
354.500000E+0	1.730194E+1
354.360000E+0	1.765101E+1
354.210000E+0	1.770979E+1
354.050000E+0	1.767573E+1
353.875000E+0	1.738068E+1
353.700000E+0	1.788494E+1
353.515000E+0	1.718914E+1
353.360000E+0	1.749350E+1
353.200000E+0	1.725377E+1
353.040000E+0	1.732422E+1
352.895000E+0	1.732426E+1
352.740000E+0	1.717738E+1
352.555000E+0	1.745006E+1
352.390000E+0	1.759580E+1
352.240000E+0	1.792840E+1
352.090000E+0	1.738658E+1
351.900000E+0	1.797778E+1
351.745000E+0	1.760991E+1
351.600000E+0	1.772629E+1
351.435000E+0	1.782499E+1
351.280000E+0	1.746652E+1
351.120000E+0	1.750649E+1
350.955000E+0	1.769921E+1
350.810000E+0	1.767688E+1
350.615000E+0	1.762393E+1
350.460000E+0	1.789904E+1
350.300000E+0	1.780502E+1
350.135000E+0	1.779794E+1
349.960000E+0	1.737129E+1
349.820000E+0	1.756636E+1
349.660000E+0	1.743239E+1
349.490000E+0	1.774737E+1
349.310000E+0	1.766160E+1
349.155000E+0	1.767454E+1
349.005000E+0	1.777446E+1
348.845000E+0	1.779909E+1
348.670000E+0	1.788379E+1
348.515000E+0	1.791433E+1
348.355000E+0	1.784494E+1
348.200000E+0	1.755228E+1
348.040000E+0	1.753350E+1
347.865000E+0	1.784965E+1
347.705000E+0	1.821279E+1
347.535000E+0	1.774150E+1
347.380000E+0	1.773330E+1
347.210000E+0	1.750991E+1
347.040000E+0	1.778031E+1
346.890000E+0	1.790023E+1
346.735000E+0	1.817410E+1
346.580000E+0	1.788847E+1
346.420000E+0	1.784847E+1
346.245000E+0	1.780500E+1
346.070000E+0	1.799659E+1
345.920000E+0	1.796605E+1
345.770000E+0	1.815644E+1
345.605000E+0	1.795780E+1
