0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.040859661
0	0	0	0	0	0	0	0	0.065045621
0	0	0	0	0	0	0	0	0.072427441
0	0	0	0	0	0	0	0	0.067140474
0	0	0	0	0	0	0	0	0.053712379
0	0	0	0	0	0	0	0.034794797	0.014577812
0	0	0	0	0	0	0.026926037	0.05566994	0
0	0	0	0	0	0.030372651	0.056288274	0.071461475	0
0	0	0	0	0.031931665	0.042959661	0.067455455	0.069647407	0
0	0	0	0	0.05503491	0.065783961	0.07322329	0.053023569	0.010334068
0	0	0	0	0.070108195	0.073164635	0.065419934	0.041929212	0
0	0	0	0.026926037	0.071461475	0.067455455	0.056288274	0.024993165	0
0	0	0	0.054382599	0.051587183	0.044913916	0.031931665	0.010334068	0
0	0	0.040859661	0.072958971	0.037382234	0.030372651	0.020511754	0	0
0	0	0.068892053	0.061181041	0.020511754	0.020511754	0.014577812	0	0
0.010334068	0.037382234	0.071115194	0.04674071	0.010334068	0	0	0	0
0.026926037	0.058048366	0.064660843	0.044913916	0.014577812	0.014577812	0.010334068	0	0
0.051587183	0.071921833	0.05503491	0.022874261	0	0	0	0	0
0.069882021	0.072189949	0.039747852	0.022874261	0	0	0	0	0
0.071461475	0.063441784	0.037382234	0.020511754	0.014577812	0	0	0	0
0.065783961	0.051587183	0.024993165	0	0	0	0	0	0
0.053023569	0.034794797	0.020511754	0.010334068	0	0	0	0	0
0.042959661	0.031931665	0.014577812	0	0	0	0	0	0
0.026926037	0.014577812	0	0	0	0	0	0	0
0.022874261	0.017808958	0	0	0	0	0	0	0
0.014577812	0.010334068	0	0	0	0	0	0	0
0.014577812	0.010334068	0.010334068	0.010334068	0	0	0	0	0
