120000	16.99	0.099499
100000.000000	22.070000	0.255147
80000	32.540001	0.498398
60000.000000	53.630001	0.642729
40000	110.989998	1.545931
30000.000000	190.690002	2.563961
20000	425.25	4.646235
15000.000000	814.679993	8.882430
10000	3445.840088	98.793098
