0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	
0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	
0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	
0.882433	0.882521	0.882645	0.882815	0.883036	0.883311	0.883641	0.884025	0.884466	0.884961	0.885511	0.886115	0.886772	0.887479	0.888233	0.889031	0.889866	0.890731	0.891616	0.892510	0.893398	0.894262	0.895079	0.895820	0.896440	0.896850	0.896856	0.895960	0.892622	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.896812	0.900473	0.901256	0.900962	0.900182	0.899165	0.898029	0.896839	0.895633	0.894436	0.893266	0.892137	0.891059	0.890037	0.889076	0.888180	0.887350	0.886588	0.885893	0.885266	0.884704	0.884209	0.883778	0.883410	0.883105	0.882860	0.882673	0.882538	0.882441	
0.882528	0.882677	0.882860	0.883100	0.883408	0.883790	0.884247	0.884780	0.885390	0.886077	0.886841	0.887680	0.888593	0.889578	0.890630	0.891744	0.892915	0.894131	0.895382	0.896651	0.897919	0.899161	0.900346	0.901426	0.902326	0.902896	0.902808	0.901290	0.896247	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.901035	0.906586	0.908060	0.907862	0.906896	0.905559	0.904039	0.902430	0.900791	0.899157	0.897557	0.896007	0.894523	0.893115	0.891789	0.890551	0.889403	0.888347	0.887385	0.886515	0.885736	0.885049	0.884451	0.883940	0.883516	0.883174	0.882909	0.882709	0.882545	
0.882660	0.882871	0.883092	0.883366	0.883712	0.884138	0.884647	0.885241	0.885921	0.886687	0.887539	0.888476	0.889497	0.890599	0.891779	0.893032	0.894351	0.895727	0.897146	0.898593	0.900046	0.901477	0.902848	0.904103	0.905146	0.905789	0.905622	0.903727	0.897792	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.903014	0.909507	0.911349	0.911192	0.910103	0.908574	0.906837	0.905007	0.903149	0.901306	0.899505	0.897767	0.896105	0.894530	0.893050	0.891670	0.890391	0.889216	0.888145	0.887178	0.886313	0.885550	0.884886	0.884319	0.883847	0.883464	0.883163	0.882921	0.882690	
0.882839	0.883123	0.883379	0.883675	0.884039	0.884484	0.885016	0.885635	0.886345	0.887146	0.888036	0.889018	0.890088	0.891247	0.892490	0.893813	0.895211	0.896675	0.898193	0.899750	0.901323	0.902886	0.904395	0.905789	0.906958	0.907684	0.907498	0.905377	0.898840	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.904613	0.911667	0.913662	0.913433	0.912175	0.910452	0.908527	0.906527	0.904519	0.902542	0.900623	0.898779	0.897023	0.895365	0.893810	0.892363	0.891026	0.889798	0.888681	0.887672	0.886771	0.885976	0.885285	0.884695	0.884202	0.883801	0.883477	0.883198	0.882887	
0.883070	0.883443	0.883737	0.884052	0.884428	0.884883	0.885424	0.886056	0.886780	0.887597	0.888507	0.889512	0.890610	0.891801	0.893082	0.894451	0.895904	0.897433	0.899030	0.900681	0.902367	0.904061	0.905722	0.907284	0.908630	0.909515	0.909408	0.907145	0.900000	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.906610	0.914147	0.916124	0.915644	0.914085	0.912091	0.909942	0.907763	0.905610	0.903516	0.901500	0.899577	0.897755	0.896042	0.894441	0.892955	0.891584	0.890329	0.889188	0.888159	0.887241	0.886432	0.885728	0.885128	0.884625	0.884212	0.883869	0.883549	0.883139	
0.883352	0.883835	0.884173	0.884507	0.884892	0.885354	0.885902	0.886540	0.887273	0.888100	0.889023	0.890044	0.891162	0.892378	0.893691	0.895100	0.896604	0.898197	0.899875	0.901629	0.903446	0.905305	0.907172	0.908990	0.910644	0.911874	0.912059	0.909777	0.901807	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.909792	0.917898	0.919545	0.918442	0.916312	0.913889	0.911434	0.909031	0.906711	0.904490	0.902375	0.900374	0.898491	0.896729	0.895090	0.893572	0.892177	0.890901	0.889744	0.888703	0.887775	0.886957	0.886246	0.885639	0.885130	0.884708	0.884345	0.883978	0.883447	
0.883688	0.884299	0.884689	0.885044	0.885439	0.885907	0.886459	0.887104	0.887843	0.888679	0.889614	0.890649	0.891787	0.893027	0.894372	0.895823	0.897381	0.899045	0.900817	0.902696	0.904679	0.906760	0.908930	0.911164	0.913394	0.915375	0.916359	0.914457	0.905306	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.882353	0.915629	0.924397	0.924849	0.922328	0.919137	0.916034	0.913147	0.910457	0.907936	0.905567	0.903341	0.901254	0.899306	0.897492	0.895813	0.894265	0.892846	0.891552	0.890380	0.889328	0.888391	0.887566	0.886850	0.886238	0.885723	0.885291	0.884906	0.884484	0.883811	
